Actual RouteID,CustID,Longitude,Latitude
RT003003RouteTypeC,22455699,-81.22497,35.260239
RT001001RouteTypeC,22460618,-80.055854,34.963962
RT007007RouteTypeA,22464537,-80.74913,35.308685
RT002002RouteTypeC,22465926,-81.528881,35.300499
RT003003RouteTypeA,22468520,-81.190871,35.263825
RT010010RouteTypeC,22472282,-80.792909,35.235525
RT002002RouteTypeA,22473792,NULL,NULL
RT007007RouteTypeC,22481374,-80.876496,35.225888
RT016016RouteTypeB,22484169,-80.894318,35.444914
RT008008RouteTypeC,22490725,-80.884641,35.265668
RT007007RouteTypeC,22494444,-80.880655,35.235208
RT013013RouteTypeB,22497342,-80.781784,35.21006
RT006006RouteTypeB,22533847,-80.873306,35.076915
RT014014RouteTypeB,22538884,-80.690943,35.21304
RT011011RouteTypeC,22541399,-80.815606,35.230552
RT012012RouteTypeC,22551290,-80.79492,35.265819
RT010010RouteTypeC,22583831,-80.751941,35.243872
RT005005RouteTypeA,22584778,-80.745617,35.173228
RT004004RouteTypeA,22585494,-80.832601,35.147919
RT017017RouteTypeB,22589919,-80.699456,35.315235
RT009009RouteTypeC,22590949,-80.707551,35.173791
RT010010RouteTypeB,22595281,-80.824967,35.153058
RT008008RouteTypeA,22597417,-80.876385,35.47842
RT001001RouteTypeB,2261068,-81.255354,35.259568
RT003003RouteTypeC,22612800,-81.333353,35.228401
RT005005RouteTypeA,22614618,-80.793977,35.155971
RT001001RouteTypeC,22619545,-79.974191,34.813039
RT010010RouteTypeC,22623762,-80.782082,35.193134
RT004004RouteTypeA,22624905,-80.877227,35.088534
RT006006RouteTypeC,22626842,-80.847696,35.086646
RT014014RouteTypeB,22630908,-80.724985,35.22419
RT012012RouteTypeC,22637787,-80.790007,35.278628
RT004004RouteTypeA,22639914,-80.887087,35.086904
RT009009RouteTypeB,22643800,-80.878724,35.13521
RT007007RouteTypeA,22655634,-80.797181,35.240592
RT006006RouteTypeB,22658384,-80.78122,35.108914
RT002002RouteTypeC,22663563,-81.52695,35.2738
RT002002RouteTypeC,22664409,-81.557567,35.293969
RT008008RouteTypeA,22688304,-80.762665,35.380101
RT006006RouteTypeB,22690639,-80.857052,35.091973
RT005005RouteTypeB,22693461,-81.116486,35.260995
RT005005RouteTypeA,22702359,-80.800285,35.220376
RT004004RouteTypeA,22715142,-80.831371,35.147555
RT011011RouteTypeB,22717394,-80.836538,35.246372
RT002002RouteTypeA,22728391,-80.525198,34.990945
RT002002RouteTypeA,22730619,-80.564509,35.007773
RT002002RouteTypeA,22734826,-80.525504,34.989255
RT006006RouteTypeA,22740822,-80.860565,35.210044
RT002002RouteTypeC,22745655,-81.537147,35.28926
RT004004RouteTypeB,22750808,-81.22268,35.235171
RT004004RouteTypeB,22751250,-81.166804,35.232735
RT004004RouteTypeA,22752139,-80.876283,35.139722
RT002002RouteTypeC,22757656,-81.504065,35.292854
RT007007RouteTypeA,22758792,-80.741899,35.295381
RT007007RouteTypeC,22764107,-80.909682,35.210114
RT004004RouteTypeC,22767803,-80.696661,35.08536
RT007007RouteTypeA,22768287,-80.792695,35.280822
RT004004RouteTypeA,22771868,-80.886347,35.088572
RT006006RouteTypeA,22772916,-80.839188,35.227301
RT004004RouteTypeA,22775392,-80.867126,35.093427
RT003003RouteTypeA,22781381,-81.24322,35.258002
RT011011RouteTypeC,22784599,-80.827773,35.239039
RT009009RouteTypeC,22789101,-80.70026,35.116542
RT002002RouteTypeB,22792754,-80.566402,35.000676
RT002002RouteTypeA,22796835,-80.561699,35.00863
RT009009RouteTypeC,2280081,-80.647741,35.180586
RT002002RouteTypeC,22804610,-81.587546,35.249687
RT001001RouteTypeB,22806472,-81.519214,35.320256
RT004004RouteTypeA,22809493,-80.883874,35.181253
RT009009RouteTypeB,22821575,-80.892666,35.149206
RT002002RouteTypeA,22824469,-80.515301,34.972711
RT014014RouteTypeB,22825346,-80.74255,35.237337
RT010010RouteTypeC,22828872,-80.790785,35.193141
RT001001RouteTypeC,2283192,-80.042213,34.946318
RT015015RouteTypeB,22846618,-80.799744,35.298036
RT007007RouteTypeA,22847976,-80.701972,35.314559
RT002002RouteTypeA,22850203,-80.544199,34.993724
RT009009RouteTypeB,22853807,-80.886921,35.163588
RT005005RouteTypeB,2286149,-81.048202,35.281219
RT017017RouteTypeB,22862129,-80.781521,35.319451
RT002002RouteTypeA,22865555,-80.551634,35.00074
RT001001RouteTypeA,22867143,-80.78107,35.096259
RT002002RouteTypeA,22868534,-80.538019,34.992088
RT004004RouteTypeB,22872800,-81.041336,35.254579
RT005005RouteTypeB,22872130,-81.041336,35.254579
RT005005RouteTypeC,2287436,-81.161984,35.271179
RT007007RouteTypeA,22881584,-80.778082,35.258662
RT004004RouteTypeA,22883193,-80.883134,35.178292
RT007007RouteTypeA,2288467,-80.780196,35.25783
RT007007RouteTypeA,2288699,-80.752151,35.311351
RT010010RouteTypeB,22889218,-80.797346,35.192685
RT013013RouteTypeB,22889175,-80.797346,35.192685
RT001001RouteTypeC,22891711,-80.05493,34.963212
RT003003RouteTypeC,22893685,-81.207606,35.257986
RT003003RouteTypeB,22894507,-80.816025,35.05322
RT002002RouteTypeC,22896998,-81.492097,35.282319
RT010010RouteTypeB,22897593,-80.85033,35.171656
RT003003RouteTypeB,22898258,-80.760272,35.02377
RT003003RouteTypeA,22901790,-80.902607,35.283408
RT001001RouteTypeB,22903130,-81.493701,35.283354
RT004004RouteTypeA,22904123,-80.876417,35.17768
RT002002RouteTypeA,22905407,-80.524335,35.067458
RT007007RouteTypeA,2290642,NULL,NULL
RT004004RouteTypeA,22910812,-80.869052,35.119552
RT001001RouteTypeC,22917487,-80.451078,34.98219
RT007007RouteTypeA,2291923,-80.746407,35.294547
RT006006RouteTypeC,2292478,-80.77027,35.066004
RT003003RouteTypeB,22930505,-80.771972,35.067125
RT007007RouteTypeC,22933670,-80.865903,35.200388
RT001001RouteTypeA,22941649,-80.774155,35.067543
RT003003RouteTypeA,229454,-81.151027,35.270608
RT003003RouteTypeA,22949776,-81.15207,35.260628
RT003003RouteTypeC,22951450,-81.328622,35.250937
RT009009RouteTypeB,22955402,-80.896657,35.149914
RT008008RouteTypeB,2295730,-80.710174,35.124567
RT007007RouteTypeA,22966219,-80.742108,35.293659
RT008008RouteTypeC,22971729,-80.946139,35.323367
RT007007RouteTypeB,22974199,-80.991339,35.102718
RT006006RouteTypeA,22979940,-80.838968,35.227156
RT008008RouteTypeA,22981711,-80.88705,35.480459
RT016016RouteTypeB,22982502,-80.863607,35.442463
RT005005RouteTypeB,22983858,-80.945865,35.322316
RT002002RouteTypeC,22986242,-81.497075,35.271831
RT002002RouteTypeC,22987813,-81.47912,35.265179
RT004004RouteTypeC,22990578,-80.619113,35.052759
RT007007RouteTypeA,22991200,-80.749114,35.309988
RT017017RouteTypeB,22994890,-80.753701,35.314908
RT012012RouteTypeB,23001469,-80.849788,35.308009
RT004004RouteTypeC,23002311,-80.731691,35.083535
RT007007RouteTypeA,23003727,-80.755621,35.308438
RT006006RouteTypeA,23006781,-80.839001,35.228006
RT004004RouteTypeA,23008151,-80.88087,35.179156
RT007007RouteTypeA,23013231,-80.742387,35.294324
RT002002RouteTypeA,23015782,-80.634246,35.128644
RT007007RouteTypeA,23017589,-80.753661,35.305351
RT007007RouteTypeA,23021435,-80.754111,35.309334
RT004004RouteTypeA,23039341,-80.890316,35.179193
RT001001RouteTypeC,23042562,-80.20278,35.001958
RT001001RouteTypeC,23043832,-80.373589,34.985623
RT008008RouteTypeC,23045435,-80.893262,35.263136
RT010010RouteTypeC,23050530,-80.798708,35.17628
RT011011RouteTypeB,23051227,-80.8758,35.239216
RT007007RouteTypeC,23053431,-80.937963,35.243808
RT001001RouteTypeC,23054987,-80.529235,34.969827
RT006006RouteTypeC,23056104,-80.988684,35.103748
RT012012RouteTypeB,2305886,-80.856585,35.264112
RT005005RouteTypeC,23079964,-81.176025,35.252037
RT013013RouteTypeB,23084740,-80.768094,35.213938
RT008008RouteTypeC,23096958,-80.935823,35.302038
RT001001RouteTypeC,2309816,-80.389386,35.076512
RT004004RouteTypeA,24001557,-80.938451,35.128296
RT010010RouteTypeC,24008275,-80.757794,35.20976
RT003003RouteTypeA,24010523,-80.919374,35.18374
RT002002RouteTypeA,24013357,-80.585972,35.128338
RT008008RouteTypeA,24015790,-80.93483,35.467557
RT001001RouteTypeA,2401994,-80.850593,35.04615
RT007007RouteTypeA,24022810,-80.750944,35.310364
RT008008RouteTypeC,24024238,-80.873864,35.443122
RT008008RouteTypeB,2402768,-80.678427,35.068176
RT001001RouteTypeB,24029125,-81.560552,35.263865
RT001001RouteTypeB,2403013,-81.571388,35.258045
RT007007RouteTypeC,24041837,-80.929568,35.189895
RT008008RouteTypeA,24056771,-80.866375,35.441502
RT002002RouteTypeC,2405756,-81.511584,35.294944
RT017017RouteTypeB,24064423,-80.745069,35.314194
RT004004RouteTypeA,2406529,-80.886985,35.160622
RT003003RouteTypeC,24069779,-81.237593,35.232124
RT003003RouteTypeA,2407031,-81.186325,35.253575
RT005005RouteTypeA,24075659,-80.806626,35.171329
RT005005RouteTypeA,24076654,-80.852766,35.199744
RT008008RouteTypeC,24077215,-80.867925,35.437447
RT001001RouteTypeC,24078907,-80.448895,34.982598
RT011011RouteTypeC,24080699,-80.841615,35.234377
RT002002RouteTypeC,24085361,-81.544218,35.276584
RT003003RouteTypeA,24086515,-81.195015,35.242069
RT002002RouteTypeA,24087736,-80.708447,35.12984
RT008008RouteTypeA,240884,-80.867062,35.441481
RT017017RouteTypeB,24089239,-80.797818,35.333592
RT008008RouteTypeA,24091229,-80.774188,35.350576
RT002002RouteTypeC,24093748,-81.554828,35.290805
RT014014RouteTypeB,24095352,-80.727919,35.224866
RT009009RouteTypeB,24096406,-80.874647,35.15596
RT002002RouteTypeC,25007601,-81.540061,35.296922
RT002002RouteTypeC,25009106,-81.54278,35.290312
RT007007RouteTypeA,25011139,-80.754189,35.307553
RT002002RouteTypeA,25013590,-80.612933,35.140666
RT002002RouteTypeB,25015425,-80.60177,35.038093
RT004004RouteTypeA,25017900,-80.884193,35.084462
RT001001RouteTypeB,25020889,-81.510046,35.329391
RT008008RouteTypeA,25021237,-80.882586,35.441438
RT006006RouteTypeA,25029234,-80.841098,35.227886
RT008008RouteTypeC,2503254,-80.839397,35.346069
RT007007RouteTypeA,25034918,-80.790749,35.334437
RT006006RouteTypeC,25038930,-80.813595,35.060586
RT004004RouteTypeA,25041767,-80.867158,35.093647
RT002002RouteTypeA,25045722,-80.720184,35.114026
RT008008RouteTypeC,25048824,-80.824023,35.43278
RT002002RouteTypeC,25051680,-81.512473,35.295213
RT006006RouteTypeB,25052235,-80.881218,35.10495
RT005005RouteTypeC,25058297,-81.159653,35.298219
RT007007RouteTypeC,25065721,-80.851183,35.196681
RT007007RouteTypeB,2507048,-80.92643,35.115823
RT003003RouteTypeC,25073281,-81.350122,35.248888
RT004004RouteTypeA,25078647,-80.875264,35.152044
RT001001RouteTypeC,25080991,-79.988259,34.843309
RT003003RouteTypeA,2508248,-80.940121,35.239541
RT002002RouteTypeC,25085951,-81.540248,35.290033
RT012012RouteTypeC,25090744,-80.824635,35.335738
RT001001RouteTypeA,25092574,-80.851532,35.088159
RT012012RouteTypeB,25094800,-80.882018,35.266869
RT010010RouteTypeC,25097805,-80.758677,35.186363
RT008008RouteTypeA,25106595,-80.86601,35.441615
RT007007RouteTypeC,25107609,-80.893374,35.246286
RT008008RouteTypeC,2510965,-80.854332,35.409868
RT017017RouteTypeB,251100,-80.769016,35.341794
RT004004RouteTypeA,251157,-80.82773,35.146604
RT003003RouteTypeA,2511669,-81.264769,35.256119
RT001001RouteTypeA,25117453,NULL,NULL
RT007007RouteTypeA,25122119,-80.798987,35.238357
RT008008RouteTypeA,25127546,-80.871343,35.440022
RT008008RouteTypeA,25128682,-80.871852,35.439994
RT017017RouteTypeB,25131813,-80.701462,35.314527
RT001001RouteTypeC,25132386,-80.526094,34.992688
RT003003RouteTypeA,25133680,-81.128223,35.259568
RT002002RouteTypeC,25134896,-81.482321,35.266459
RT004004RouteTypeA,25139858,-80.827472,35.146948
RT017017RouteTypeB,25144690,-80.784015,35.372205
RT006006RouteTypeC,25146911,-80.881192,35.119106
RT006006RouteTypeA,25154834,-80.839167,35.227602
RT005005RouteTypeC,25155414,-81.112065,35.257755
RT006006RouteTypeA,25160371,-80.855185,35.217205
RT006006RouteTypeA,25162447,-80.859671,35.209945
RT003003RouteTypeA,25164628,-81.215781,35.259166
RT012012RouteTypeC,25166907,-80.722662,35.306341
RT016016RouteTypeB,25168427,-80.894672,35.478238
RT007007RouteTypeA,25175813,-80.806176,35.246694
RT014014RouteTypeB,25176166,-80.690031,35.189584
RT003003RouteTypeC,25179352,-81.205927,35.262669
RT006006RouteTypeB,25182218,-80.878375,35.069078
RT002002RouteTypeA,25185642,-80.694115,35.115509
RT002002RouteTypeA,25191790,-80.607494,35.163862
RT007007RouteTypeC,25195888,-80.925625,35.229822
RT001001RouteTypeA,25199122,-80.846768,35.055608
RT006006RouteTypeA,25203815,-80.839644,35.227586
RT008008RouteTypeA,25213879,-80.864755,35.444034
RT017017RouteTypeB,2522971,-80.82513,35.335782
RT007007RouteTypeB,25330439,-80.933994,35.139657
RT007007RouteTypeC,25341175,-80.900037,35.21139
RT014014RouteTypeB,25344923,-80.752054,35.24914
RT006006RouteTypeA,25350520,-80.854493,35.216712
RT005005RouteTypeA,25353954,NULL,NULL
RT001001RouteTypeA,25358854,-80.733633,35.084179
RT004004RouteTypeA,2536075,-80.840063,35.15109
RT001001RouteTypeB,25370666,-81.571984,35.296239
RT008008RouteTypeC,25372703,-80.862078,35.321806
RT010010RouteTypeC,25373358,-80.791059,35.197223
RT008008RouteTypeA,25376784,-80.874183,35.441022
RT010010RouteTypeB,25380879,-80.826013,35.195812
RT004004RouteTypeA,25383675,-80.884153,35.0845
RT005005RouteTypeC,25392787,-81.124672,35.241463
RT005005RouteTypeA,25393763,-80.804215,35.219822
RT006006RouteTypeA,25394138,-80.83708,35.227366
RT002002RouteTypeA,2539724,-80.657678,35.174295
RT008008RouteTypeB,25399361,-80.696312,35.086045
RT005005RouteTypeC,254016,-81.187532,35.28683
RT005005RouteTypeA,25402578,-80.812103,35.219555
RT016016RouteTypeB,25403670,-80.860469,35.483082
RT007007RouteTypeC,25408213,-80.870162,35.203263
RT004004RouteTypeA,25412991,-80.957093,35.1171
RT001001RouteTypeA,2541571,-80.827027,35.004351
RT003003RouteTypeA,25417878,-81.114113,35.257646
RT002002RouteTypeA,25427957,-80.630834,34.938722
RT008008RouteTypeA,25430525,-80.891888,35.465208
RT001001RouteTypeB,25435918,-81.61638,35.294308
RT002002RouteTypeC,25436227,-81.599256,35.277732
RT003003RouteTypeA,25438509,-81.112945,35.257301
RT001001RouteTypeA,25444268,-80.786654,35.086759
RT007007RouteTypeB,25446134,-80.92894,35.144979
RT005005RouteTypeB,2544765,-81.125417,35.263098
RT004004RouteTypeA,25449307,-80.84974,35.160246
RT015015RouteTypeB,25452621,-80.806846,35.278317
RT003003RouteTypeA,25456540,-81.111288,35.256763
RT007007RouteTypeA,25457895,-80.740966,35.315561
RT014014RouteTypeB,25460153,-80.628468,35.2228
RT003003RouteTypeA,25463383,-80.90626,35.168368
RT008008RouteTypeA,25466626,NULL,NULL
RT006006RouteTypeA,25468533,-80.854954,35.216878
RT003003RouteTypeA,25471355,NULL,NULL
RT007007RouteTypeA,25472604,-80.80411,35.248212
RT001001RouteTypeA,25473662,-80.814442,35.060489
RT010010RouteTypeC,25474960,-80.800108,35.203011
RT007007RouteTypeC,25476808,-80.889678,35.256628
RT006006RouteTypeB,254808,-80.849434,35.053328
RT014014RouteTypeB,25481546,-80.656353,35.252348
RT008008RouteTypeC,25483406,-80.894774,35.27785
RT005005RouteTypeC,25484630,-81.116255,35.258168
RT001001RouteTypeB,25485623,-81.530243,35.278263
RT005005RouteTypeC,25486834,-81.039415,35.232081
RT005005RouteTypeC,25487108,-81.040719,35.238325
RT006006RouteTypeC,2549193,-80.846806,35.054073
RT004004RouteTypeA,25493856,-80.881814,35.076529
RT004004RouteTypeC,25494613,-80.771441,35.052105
RT002002RouteTypeC,25497846,-81.497333,35.339042
RT005005RouteTypeC,25498769,-81.098628,35.24274
RT012012RouteTypeB,25506330,-80.939052,35.23766
RT006006RouteTypeA,25510451,-80.842862,35.229037
RT008008RouteTypeA,2551135,-80.865503,35.440375
RT012012RouteTypeC,25513706,-80.773603,35.326774
RT008008RouteTypeB,25514813,-80.651117,35.075858
RT016016RouteTypeB,25516671,-80.882967,35.481365
RT002002RouteTypeC,25519373,NULL,NULL
RT008008RouteTypeA,25522393,-80.885247,35.48187
RT016016RouteTypeB,25524168,-80.866987,35.356611
RT005005RouteTypeC,25527705,-81.169593,35.223798
RT006006RouteTypeA,25528387,-80.844558,35.229023
RT008008RouteTypeA,25532201,NULL,NULL
RT001001RouteTypeA,25535907,-80.845711,35.092005
RT013013RouteTypeB,25536998,-80.780491,35.215199
RT010010RouteTypeB,25538456,-80.781617,35.193387
RT003003RouteTypeA,25541378,-81.145352,35.26931
RT004004RouteTypeC,25542585,-80.614113,34.986627
RT006006RouteTypeB,25546282,-80.876305,35.075649
RT006006RouteTypeB,25548600,-80.849531,35.05755
RT006006RouteTypeA,25555413,-80.845625,35.228283
RT003003RouteTypeA,25556665,-80.915197,35.187454
RT002002RouteTypeB,2556163,-80.562636,35.013588
RT004004RouteTypeA,25566384,-80.879239,35.104204
RT002002RouteTypeA,25569624,-80.71162,35.132495
RT008008RouteTypeA,25571773,-80.867341,35.48386
RT001001RouteTypeA,25574411,-80.847825,35.08523
RT001001RouteTypeA,25576186,-80.825289,35.117336
RT008008RouteTypeA,25579732,-80.894452,35.479166
RT008008RouteTypeB,25581553,-80.639777,35.067865
RT008008RouteTypeA,25582922,-80.842149,35.347968
RT004004RouteTypeA,25587800,-80.883978,35.083801
RT006006RouteTypeA,25591659,-80.841227,35.227451
RT006006RouteTypeC,25597798,-80.925518,35.146516
RT007007RouteTypeA,25598869,-80.777571,35.316853
RT002002RouteTypeA,25608464,-80.736739,35.138531
RT003003RouteTypeA,25610519,-81.183401,35.263018
RT007007RouteTypeA,25611944,-80.762026,35.314387
RT002002RouteTypeB,25613154,-80.646219,35.047647
RT012012RouteTypeB,25615150,-80.938049,35.243781
RT006006RouteTypeC,25616282,-80.877678,35.105921
RT001001RouteTypeA,2561797,-80.877957,35.068734
RT004004RouteTypeB,25618748,-81.206329,35.206235
RT007007RouteTypeA,25620264,-80.752918,35.310171
RT016016RouteTypeB,25621955,-80.862599,35.409343
RT002002RouteTypeA,25624958,-80.566134,35.012199
RT005005RouteTypeC,25626486,-81.100548,35.223391
RT008008RouteTypeC,25627918,-80.860458,35.40894
RT001001RouteTypeA,25628412,-80.816175,35.062163
RT008008RouteTypeA,25631949,-80.767375,35.409429
RT008008RouteTypeA,25632975,-80.868017,35.357394
RT010010RouteTypeC,25633155,-80.789798,35.201804
RT017017RouteTypeB,2563512,-80.782728,35.3711
RT012012RouteTypeC,25638466,-80.800269,35.298927
RT002002RouteTypeC,25639465,-81.521385,35.273415
RT006006RouteTypeA,25642671,-80.841156,35.228462
RT004004RouteTypeC,25644853,-80.589845,35.074619
RT010010RouteTypeC,25645153,-80.739072,35.203671
RT002002RouteTypeC,25646648,-81.521432,35.273417
RT008008RouteTypeC,25647211,-80.871149,35.464618
RT007007RouteTypeA,25648618,-80.762568,35.212013
RT009009RouteTypeC,25649798,-80.697718,35.118414
RT012012RouteTypeC,25650497,-80.810204,35.274009
RT001001RouteTypeA,25656332,-80.81603,35.062174
RT002002RouteTypeC,25657426,-81.524793,35.272555
RT001001RouteTypeA,25658597,-80.848431,35.054358
RT002002RouteTypeC,25660397,-81.534132,35.278183
RT005005RouteTypeC,256616,-81.04678,35.255985
RT009009RouteTypeC,25665684,-80.656219,35.25135
RT015015RouteTypeB,25672482,-80.83428,35.27615
RT008008RouteTypeA,25674770,NULL,NULL
RT004004RouteTypeA,25677179,-80.929946,35.143152
RT008008RouteTypeA,25681328,-80.841135,35.412041
RT007007RouteTypeA,25682350,-80.757917,35.210462
RT006006RouteTypeB,25684106,-80.845803,35.054819
RT002002RouteTypeA,2568744,-80.630469,35.222994
RT001001RouteTypeA,25688685,-80.780609,35.095905
RT012012RouteTypeC,25690167,-80.711633,35.312225
RT008008RouteTypeC,25691612,-80.869213,35.357056
RT011011RouteTypeC,25692859,-80.827606,35.23935
RT004004RouteTypeA,25695758,-80.883868,35.180271
RT005005RouteTypeB,25698902,-81.028692,35.251935
RT003003RouteTypeA,25700570,NULL,NULL
RT007007RouteTypeA,25703253,-80.739533,35.293242
RT005005RouteTypeA,25704436,-80.798027,35.176881
RT006006RouteTypeA,25707298,-80.84631,35.228193
RT006006RouteTypeA,25713179,-80.849381,35.227205
RT002002RouteTypeA,25716168,-80.739485,35.140709
RT003003RouteTypeA,25717883,-80.89206,35.17804
RT006006RouteTypeA,25719370,-80.840331,35.227028
RT003003RouteTypeA,25723172,-80.881288,35.264369
RT007007RouteTypeC,25724862,-80.881031,35.216642
RT007007RouteTypeA,25725547,-80.804829,35.247992
RT009009RouteTypeB,25728117,-80.902041,35.163056
RT007007RouteTypeA,25729101,NULL,NULL
RT003003RouteTypeA,25730438,-81.151984,35.262031
RT005005RouteTypeA,25732898,-80.849509,35.170277
RT007007RouteTypeA,25737986,NULL,NULL
RT010010RouteTypeB,25743557,-80.738493,35.141095
RT011011RouteTypeC,25747795,-80.818117,35.212662
RT006006RouteTypeC,25749142,-80.77017,35.064502
RT009009RouteTypeC,25750344,-80.701274,35.13071
RT005005RouteTypeB,25751434,-81.044055,35.252659
RT009009RouteTypeC,25753567,-80.687139,35.210645
RT016016RouteTypeB,2575411,-80.857653,35.415362
RT004004RouteTypeC,2575511,-80.5791,34.958823
RT001001RouteTypeA,25756493,-80.851221,35.0569
RT015015RouteTypeB,25760117,-80.77526,35.236694
RT008008RouteTypeB,25761132,-80.652061,35.076679
RT008008RouteTypeB,25770979,-80.623179,35.139926
RT003003RouteTypeB,2577337,-80.817317,35.05991
RT003003RouteTypeA,2577841,-81.187892,35.279703
RT001001RouteTypeA,25780368,-80.861343,35.087944
RT008008RouteTypeA,25781210,-80.787053,35.367193
RT007007RouteTypeC,25782332,-80.897167,35.256435
RT009009RouteTypeB,25785625,-80.849858,35.160831
RT005005RouteTypeC,25790364,-81.194844,35.233111
RT008008RouteTypeA,25792615,-80.782293,35.371888
RT008008RouteTypeB,25799186,-80.704734,35.13108
RT001001RouteTypeC,25805753,-80.078242,34.968475
RT009009RouteTypeC,25806895,-80.690073,35.187009
RT004004RouteTypeA,25810580,-80.885875,35.083975
RT001001RouteTypeA,25811888,-80.771468,35.063622
RT005005RouteTypeB,25812413,-80.950666,35.318915
RT006006RouteTypeA,25816478,-80.846996,35.226039
RT001001RouteTypeA,25820331,-80.846849,35.055645
RT001001RouteTypeA,25821670,-80.781365,35.096967
RT008008RouteTypeA,25822967,-80.834065,35.413227
RT001001RouteTypeA,25827789,-80.848458,35.054588
RT006006RouteTypeC,2582893,-80.876315,35.149397
RT015015RouteTypeB,25829757,NULL,NULL
RT008008RouteTypeA,25831141,-80.879003,35.446427
RT008008RouteTypeA,25832990,-80.890279,35.476414
RT006006RouteTypeA,25833805,-80.854847,35.216739
RT003003RouteTypeA,25834876,NULL,NULL
RT011011RouteTypeB,25838568,-80.865216,35.201793
RT010010RouteTypeB,25840379,-80.793414,35.217415
RT009009RouteTypeC,25843612,-80.724121,35.20263
RT011011RouteTypeB,25845171,-80.870484,35.20359
RT010010RouteTypeC,25846200,-80.795221,35.242128
RT011011RouteTypeB,25847822,-80.870061,35.174212
RT005005RouteTypeA,25851304,NULL,NULL
RT009009RouteTypeB,25852497,-80.891464,35.136122
RT004004RouteTypeC,25854325,-80.570104,35.000676
RT009009RouteTypeC,25864581,-80.622857,35.14095
RT007007RouteTypeA,25867376,-80.740789,35.316946
RT007007RouteTypeB,2587897,-80.933473,35.147168
RT013013RouteTypeB,25881997,-80.775014,35.227677
RT002002RouteTypeA,25886713,-80.711494,35.130334
RT014014RouteTypeB,25889295,-80.679479,35.210747
RT008008RouteTypeA,25890330,-80.848281,35.503896
RT002002RouteTypeA,25892644,-80.722376,35.116063
RT005005RouteTypeA,25893301,-80.757359,35.187326
RT004004RouteTypeA,25896405,-80.848967,35.160545
RT002002RouteTypeB,25897719,-80.541286,34.995977
RT005005RouteTypeA,25900572,-80.813412,35.21919
RT015015RouteTypeB,25901822,-80.779316,35.248464
RT008008RouteTypeA,25902110,-80.889753,35.448133
RT017017RouteTypeB,25905231,-80.733906,35.322246
RT007007RouteTypeA,25908853,NULL,NULL
RT005005RouteTypeA,25909470,-80.745987,35.203928
RT004004RouteTypeA,25911571,-80.82979,35.151175
RT010010RouteTypeB,25912888,-80.847836,35.172407
RT004004RouteTypeC,25919384,-80.771173,35.06264
RT005005RouteTypeA,25922644,-80.811508,35.219169
RT002002RouteTypeA,25924935,-80.71998,35.117459
RT006006RouteTypeA,25928151,-80.840846,35.227677
RT009009RouteTypeC,25930458,-80.728295,35.122255
RT002002RouteTypeB,2593585,-80.549386,34.972212
RT005005RouteTypeA,25939656,-80.781844,35.201632
RT004004RouteTypeC,2594126,-80.568092,34.982963
RT012012RouteTypeC,25944237,-80.78527,35.372253
RT004004RouteTypeC,25946487,-80.63607,35.061975
RT012012RouteTypeB,25950768,-80.898513,35.240487
RT001001RouteTypeC,25952295,-80.368084,34.988177
RT015015RouteTypeB,25956345,-80.802222,35.259493
RT003003RouteTypeA,25957566,-80.962098,35.33636
RT004004RouteTypeA,25961674,-80.934026,35.144153
RT007007RouteTypeB,25962609,-80.92069,35.113232
RT007007RouteTypeA,25963265,-80.749436,35.303433
RT004004RouteTypeA,25966905,-80.876938,35.179097
RT012012RouteTypeC,25972311,-80.785624,35.375306
RT006006RouteTypeA,25973676,-80.840561,35.227221
RT007007RouteTypeC,25975760,-80.87234,35.211331
RT004004RouteTypeA,25976175,-80.880178,35.085069
RT008008RouteTypeC,25980383,-80.890949,35.474638
RT007007RouteTypeA,2598498,-80.739548,35.316279
RT006006RouteTypeA,25985363,-80.841339,35.227489
RT003003RouteTypeA,25988166,-80.923291,35.190196
RT005005RouteTypeA,25992981,-80.850598,35.167359
RT004004RouteTypeC,2599759,-80.738064,34.922806
RT002002RouteTypeA,26000962,-80.56328,35.010627
RT005005RouteTypeC,26005714,-81.171686,35.262342
RT007007RouteTypeC,26009756,-80.883128,35.216277
RT008008RouteTypeA,26011775,NULL,NULL
RT005005RouteTypeA,26015574,-80.850287,35.170728
RT005005RouteTypeA,26017465,-80.849177,35.17127
RT014014RouteTypeB,26022759,-80.736894,35.236995
RT015015RouteTypeB,2602329,-80.780523,35.250234
RT008008RouteTypeC,26025107,-80.844027,35.347711
RT004004RouteTypeC,26027212,-80.541619,35.019119
RT005005RouteTypeB,26028275,-81.017469,35.28756
RT005005RouteTypeB,26030190,-81.011896,35.314607
RT005005RouteTypeB,26032785,-81.026278,35.27593
RT005005RouteTypeC,26033421,-81.028397,35.275002
RT008008RouteTypeC,26034903,-81.019014,35.28933
RT008008RouteTypeC,26035613,-81.017978,35.289371
RT005005RouteTypeC,26037927,-81.026959,35.259284
RT005005RouteTypeB,26040673,-81.034528,35.309135
RT008008RouteTypeC,26041352,-81.015495,35.302591
RT016016RouteTypeB,26042463,-80.880205,35.44507
RT007007RouteTypeA,26047308,-80.838107,35.268252
RT003003RouteTypeA,2605021,-81.028654,35.303068
RT005005RouteTypeA,26053870,-80.743366,35.2033
RT011011RouteTypeB,26060538,-80.842359,35.229318
RT002002RouteTypeC,26061219,-81.548643,35.280323
